FID,ABSCHNITT_ZUGANG_STR,ACD,AP_TIMESTAMP_MODIFY,BST_BEZEICHNUNG,BST_NUMMER,BST_NUMMER_ALPHA,BST_NUMMER_NUM,BST_TRENNZEICHEN,BST_TRENNZ_KURZTEXT,EDGEOBJECTID_ZUGANG_STR,EXTERNALORGCODE,GEBADR_ANZEIGEN_J_N,GEBADR_REGIONALCODE,GEB_BAUBLOCK,GEB_BAUBLOCK_ID,GEB_BEZEICHNUNG,GEB_BEZIRK,GEB_NAMECAT,GEB_NUMMER,GEB_NUMMER_ALPHA,GEB_NUMMER_NUM,GEB_OBJEKTID,GEB_STATUS,GEB_STATUS_KURZTEXT,GEB_TIMESTAMP_MODIFY,GEB_TRENNZEICHEN,GEB_TRENNZ_KURZTEXT,GEB_WINKEL,GEB_X,GEB_Y,HAUPT_IDENT_PSEUDO,LAGE_ZU_ADR,LAGE_ZU_ADR_TXT,NAME,NAME_BST,NAME_BST_GEB,NAME_GEB,NAME_ONR,NAME_ONR_BST_GEB,NAME_STR,OBJECTID,OBJEKT_ID,OBJEKTID_NAME_STR,ON_BIS_ALPHA,ON_BIS_NUM,ONR_BIS,ONR_VON,ON_VON_ALPHA,ON_VON_NUM,PLATZKENNZEICHEN,PLZ,SCD_NAME_STR,SCD_ZUGANG_STR,SE_ANNO_CAD_DATA,SHAPE,STRABS_ZUGANG_STR,STRASSENSEITE,TOPOGR_NAME_STR,UEBERACD,ZUGADR_ONR_KGNUM,ZUGADR_ONR_STAMMNR,ZUGADR_ONR_TEILNR,ZUGADR_REGIONALCODE,ZUGADR_TYP,ZUGANG_MOEGLICH_J_N,ZUG_BEZIRK,ZUG_OBJEKTID,ZUG_TIMESTAMP_MODIFY,ZUG_TRENNZEICHEN,ZUG_TRENNZ_KURZTEXT,ZUG_WINKEL,ZUG_X,ZUG_Y,ABLAUFDATUM
ADRESSENOGD.415751893,002009,000081,2007-07-24,,,,,,,10043098,90001,1,AT90101,01075004,10011355,,01,8012,,,,25659584,d,definitiv,2008-12-10,0, ,330.01000977,2761.5,340927.87,I, ,Normal,Spiegelgasse 12,, ,,12,12,Spiegelgasse,415751893,10052162,10004512,,,,12,,12,2,1010,04611,04611,,POINT (16.369279036820295 48.20674297173484),04611002009,2,G  ,,,,,AT90101,0,1,01,25028002,2008-12-10,0, ,62.69,2789.12,340926.48,
ADRESSENOGD.415751894,001309,000093,2010-10-25,,,,,,,18793858,90001,1,AT90101,01076001,10011357,,01,8012,,,,25578339,d,definitiv,2008-12-10,0, ,67.01999664,2838.22,340992.02,H, ,Normal,Spiegelgasse 9,, ,,9,9,Spiegelgasse,415751894,10052182,10004512,,,,9,,9,2,1010,04611,04611,,POINT (16.370311611445338 48.20731958109848),04611001309,1,G  ,,,,,AT90101,0,1,01,25025380,2010-10-25,0, ,69.83,2834.5,340993.96,
ADRESSENOGD.415752726,001009,000109,2007-07-24,,,,,,,10029969,90001,1,AT90101,01077002,10011367,,01,8012,,,,25561452,d,definitiv,2008-12-10,0, ,322,2892.55,341166.69,H, ,Normal,Goldschmiedgasse 8,, ,,8,8,Goldschmiedgasse,415752726,10052211,10001505,,,,8,,8,2,1010,01550,01550,,POINT (16.371043644816215 48.2088901989003),01550001009,2,G  ,,,,,AT90101,0,1,01,25020922,2008-12-10,0, ,323.42,2885.57,341170.05,
ADRESSENOGD.415752727,003009,000284,2007-07-24,,,,,,,10039905,90001,1,AT90101,01016005,10011048,,01,8012,,,,25511114,d,definitiv,2008-12-10,0, ,71.62000275,3017.04,340862.89,H, ,Normal,Rauhensteingasse 5,, ,,5,5,Rauhensteingasse,415752727,10052525,10003788,,,,5,,5,2,1010,03869,03869,,POINT (16.372716651402303 48.206157549989534),03869003009,1,G  ,,,,,AT90101,0,1,01,25119653,2008-12-10,0, ,66.33,3009.64,340854.26,
ADRESSENOGD.415754456,001009,000157,2007-07-24,,,,,,,10025772,90001,1,AT90101,01078003,10011372,,01,8012,,,,25569415,d,definitiv,2008-12-10,0, ,50.99000168,3029.76,341210.01,I, ,Normal,Stephansplatz 7A,, ,,7A,7A,Stephansplatz,415754456,10387856,10004613,,,,7A,A,7,1,1010,04712,00559,,POINT (16.372890022853184 48.20927920648052),00559001009,,G  ,,,,,AT90101,0,1,01,25062848,2021-10-29,0, ,45.83,3014.77,341213.32,
ADRESSENOGD.415754159,003009,000472,2007-07-24,,,,,,,10033331,90001,1,AT90101,01063003,10011294,,01,8012,,,,25663015,d,definitiv,2008-12-10,0, ,48.70000076,2758.25,341503,H, ,Normal,Judenplatz 8,, ,,8,8,Judenplatz,415754159,10052852,10002221,,,,8,,8,1,1010,02280,02280,,POINT (16.36923865305286 48.211915228334774),02280003009,2,G  ,,,,,AT90101,0,1,01,25061238,2008-12-10,0, ,327.08,2759.5,341502.04,
ADRESSENOGD.415754755,001509,000364,2022-09-21,,,,,,,20118799,90001,1,AT90101,01030003,10011115,,01,8012,,,,25539845,d,definitiv,2008-12-10,0, ,342.63000488,2818.99,340660.53,H, ,Normal,Maysedergasse 2,, ,,2,2,Maysedergasse,415754755,10052647,10003075,,,,2,,2,2,1010,03146,03146,,POINT (16.370050915268195 48.20433850897052),03146001509,2,G  ,,,,,AT90101,0,1,01,25041344,2022-09-21,0, ,342.49,2822.48,340658.13,
ADRESSENOGD.415752489,002009,000822,2019-03-11,,,,,,,10024743,90001,1,AT90101,01048002,10011225,Museum,01,8012,,,,25613993,d,definitiv,2019-03-11,0, ,291.04998779,2691.73,340703.78,I, ,Normal,Augustinerbastei 1 Museum,, Museum,Museum,1,1 Museum,Augustinerbastei,415752489,10053543,10000290,,,,1,,1,2,1010,00301,00301,,POINT (16.368339066645447 48.20472794144392),00301002009,2,G  ,,,,,AT90101,0,1,01,25144227,2008-12-10,0, ,310.02,2666.56,340692.21,
ADRESSENOGD.415752227,001009,001098,2007-07-24,,,,,,,10031014,90001,1,AT90101,01049003,10011231,,01,8012,,,,25578243,d,definitiv,2008-12-10,0, ,38.95000076,2010.53,340850.95,I, ,Normal,Hansenstraße 2,, ,,2,2,Hansenstraße,415752227,10054043,10001737,,,,2,,2,2,1010,01787,01787,,POINT (16.359175184233894 48.20605369252043),01787001009,2,G  ,,,,,AT90101,0,1,01,25113614,2008-12-10,0, ,311.08,1999.03,340847.43,
ADRESSENOGD.415753640,003009,000878,2007-07-24,,,,,,,10041970,90001,1,AT90101,01044001,10011208,,01,8012,,,,25537842,d,definitiv,2008-12-10,0, ,78.48999786,2190.84,341529.67,I, ,Normal,Schreyvogelgasse 5,, ,,5,5,Schreyvogelgasse,415753640,10053638,10004261,,,,5,,5,2,1010,04357,04357,,POINT (16.36160407655093 48.21215702651596),04357003009,1,G  ,,,,,AT90101,0,1,01,25072525,2008-12-10,0, ,321.05,2205.92,341542.18,
ADRESSENOGD.415753126,001009,000861,2007-07-24,,,,,,,10037228,90001,1,AT90101,01046001,10011215,,01,8012,,,,25554026,d,definitiv,2008-12-10,0, ,307.67001343,2279.2,341181.07,I, ,Normal,Metastasiogasse 4,, ,,4,4,Metastasiogasse,415753126,10053604,10003118,,,,4,,4,2,1010,03190,03190,,POINT (16.36279136401563 48.20902173628283),03190001009,2,G  ,,,,,AT90101,0,1,01,25109533,2008-12-10,0, ,40.57,2298.94,341185.18,
ADRESSENOGD.415755645,002009,000071,2007-07-24,,,,,,,10043098,90001,1,AT90101,01076003,10011359,,01,8012,,,,25542802,d,definitiv,2008-12-10,0, ,339.19000244,2843.83,340971.33,I, ,Normal,Spiegelgasse 11,, ,,11,11,Spiegelgasse,415755645,10052139,10004512,,,,11,,11,2,1010,04611,04611,,POINT (16.370386964785446 48.20713348975245),04611002009,1,G  ,,,,,AT90101,0,1,01,25038320,2008-12-10,0, ,66.31,2824.31,340972.46,
ADRESSENOGD.415754851,001509,000595,2007-07-24,,,,,,,10030149,90001,1,AT90101,01010003,10011020,,01,8012,,,,25610086,d,definitiv,2008-12-10,0, ,330.01998901,3265.94,341441.62,H, ,Normal,Griechengasse 2,, ,,2,2,Griechengasse,415754851,10053118,10001559,,,,2,,2,2,1010,01605,01605,,POINT (16.37606936494553 48.21136105278412),01605001509,2,G  ,,,,,AT90101,0,1,01,25106199,2008-12-10,0, ,330.54,3276,341440.28,
ADRESSENOGD.415752567,004009,000116,2007-07-24,,,,,,,10043525,90001,1,AT90101,01077003,10011368,,01,8012,,,,25582101,d,definitiv,2008-12-10,0, ,324.85998535,2975.31,341182.23,I, ,Normal,Stephansplatz 8A,, ,,8A,8A,Stephansplatz,415752567,10052223,10004613,,,,8A,A,8,1,1010,04712,04712,,POINT (16.372157241512028 48.209029608524816),04712004009,2,G  ,,,,,AT90101,0,1,01,25129652,2008-12-10,0, ,48.67,2992.01,341178.67,
ADRESSENOGD.415755157,002009,124642,2007-07-24,,,,,,,10036526,90001,1,AT90101,01032006,10011127,,01,8012,5,,5,25523252,d,definitiv,2008-12-10,2,/,340.91000366,3023.69,340435.96,H, ,Normal,Mahlerstraße 12/5,,/5,/5,12,12/5,Mahlerstraße,415755157,10230063,10002954,,,,12,,12,2,1010,03023,03023,,POINT (16.372803372610043 48.2023180625256),03023002009,2,G  ,209542,,,,AT90101,0,1,01,25011113,2008-12-10,0, ,341.73,3043.67,340432.59,
ADRESSENOGD.415751751,002002,000895,2014-04-30,,,,,,,10041967,90001,1,AT90101,01043003,10011206,,01,8012,,,,25630778,d,definitiv,2014-04-30,0, ,294.5,2278.34,341531.72,H, ,Normal,Schreyvogelgasse 8,, ,,8,8,Schreyvogelgasse,415751751,10053670,10004261,,,,8,,8,2,1010,04357,04357,,POINT (16.362781457031414 48.21217519480894),04357002002,2,G  ,,,,,AT90101,0,1,01,25068518,2008-12-10,0, ,341.94,2275.49,341528.14,
ADRESSENOGD.415751752,001009,101837,2014-06-26,,,,,,,10041966,90001,1,AT90101,01043003,10011206,,01,8012,8,,8,25643248,d,definitiv,2008-12-10,2,/,296.05999756,2307.38,341522.53,I, ,Normal,Schreyvogelgasse 4/8,,/8,/8,4,4/8,Schreyvogelgasse,415751752,25738033,10004261,,,,4,,4,2,1010,04357,04357,,POINT (16.36317213563638 48.21209245607345),04357001009,,G  ,,,,,AT90101,0,1,01,25738032,2014-06-26,0, ,322.11,2296.37,341507.33,
ADRESSENOGD.415753765,003009,000379,2007-07-24,,,,,,,10043099,90001,1,AT90101,01076007,10011363,,01,8012,,,,25636523,d,definitiv,2008-12-10,0, ,57.86000061,2752.78,340842.03,H, ,Normal,Spiegelgasse 23,, ,,23,23,Spiegelgasse,415753765,10052673,10004512,,,,23,,23,2,1010,04611,04611,,POINT (16.36916122048622 48.205971031153005),04611003009,1,G  ,,,,,AT90101,0,1,01,25042091,2008-12-10,0, ,58.43,2750.52,340845.83,
ADRESSENOGD.415755205,001009,000628,2007-07-24,,,,,,,10039475,90001,1,AT90101,01018002,10011058,,01,8012,,,,25580240,d,definitiv,2008-12-10,0, ,320.85998535,3516.67,341163.98,H, ,Normal,Predigergasse 5,, ,,5,5,Predigergasse,415755205,10053182,10003675,,,,5,,5,2,1010,03755,03755,,POINT (16.379440876666 48.2088629649321),03755001009,1,G  ,,,,,AT90101,0,1,01,25090022,2008-12-10,0, ,321.06,3516.67,341162.35,
ADRESSENOGD.415752089,001009,000015,2007-07-24,,,,,,,10038048,90001,1,AT90101,01017003,10011052,,01,8012,2,,2,25658702,d,definitiv,2008-12-10,2,/,318.55999756,3166.46,340989.03,H, ,Normal,Nikolaigasse 1/2,,/2,/2,1,1/2,Nikolaigasse,415752089,10052048,10003339,,,,1,,1,2,1010,03414,03414,,POINT (16.374727742224426 48.2072913311588),03414001009,1,G  ,210226,,,,AT90101,0,1,01,25009521,2008-12-10,0, ,319.43,3165.26,340988.02,
ADRESSENOGD.415754357,001009,148426,2019-08-05,,,,,,,10025161,90001,1,AT90101,01049003,10011231,BETRIEBE,01,8012,,,,25629012,d,definitiv,2008-12-10,0, ,311.69000244,2036.51,340945.71,H, ,Normal,Fußgängerpassage Bellariastraße 1 BETRIEBE,, BETRIEBE,BETRIEBE,1,1 BETRIEBE,Fußgängerpassage Bellariastraße,415754357,10261122,10007560,,,,1,,1,2,1010,10280,00404,,POINT (16.359525103562287 48.20690581532298),00404001009,1,BRU,,,,,AT90101,0,1,01,25128233,2019-08-05,0, ,41.69,2037.35,340945.89,
ADRESSENOGD.415751561,002000,147809,2016-01-28,,,,,,,18793928,90001,1,AT90101,01034001,10011136,,01,8012,,,,25583393,d,definitiv,2008-12-10,0, ,38.25999832,2336.55,340593.26,H, ,Normal,Passage Mariahilfer Straße 117,, ,,117,117,Passage Mariahilfer Straße,415751561,10260383,10007599,,,,117,,117,2,1010,10319,00661,,POINT (16.363560153470264 48.203735273800994),00661002000,1,BRU,,,,,AT90101,0,1,01,25131294,2016-01-28,0, ,41.83,2335.89,340592.9,
ADRESSENOGD.415752951,002009,000596,2007-07-24,,,,,,,10030150,90001,1,AT90101,01010004,10011021,,01,8012,,,,25638277,d,definitiv,2008-12-10,0, ,278.45001221,3349.52,341408.26,H, ,Normal,Griechengasse 7,, ,,7,7,Griechengasse,415752951,10053121,10001559,,,,7,,7,2,1010,01605,01605,,POINT (16.377193709840768 48.21106064369923),01605002009,1,G  ,,,,,AT90101,0,1,01,25006470,2008-12-10,0, ,283,3348.85,341404.05,
ADRESSENOGD.415738760,001509,093974,2007-07-24,,,,,,,10025655,90001,1,AT90101,01057003,10011271,,01,8012,,,,25541797,d,definitiv,2008-12-10,0, ,34.40999985,2772.51,341707.04,I, ,Normal,Börsegasse 2-4,, ,,2-4,2-4,Börsegasse,415738760,10190741,10000512,,4,4,2,,2,2,1010,00528,00528,,POINT (16.369431718849544 48.21375013881701),00528001509,2,G  ,,,,,AT90101,0,1,01,25045925,2008-12-10,1,-,304.93,2750.29,341717.8,
ADRESSENOGD.415738766,001009,000725,2007-07-24,,,,,,,10026480,90001,1,AT90101,01039001,10011167,,01,8012,,,,25562729,d,definitiv,2008-12-10,0, ,326.57998657,3262.31,340380.2,H, ,Normal,Christinengasse 4,, ,,4,4,Christinengasse,415738766,10053369,10000677,,,,4,,4,2,1010,00702,00702,,POINT (16.37601309617211 48.201815531558054),00702001009,2,G  ,,,,,AT90101,0,1,01,25116191,2008-12-10,0, ,326.54,3265.22,340383.02,
ADRESSENOGD.415739323,001009,000737,2017-12-07,,,,,,,10042013,90001,1,AT90101,01039003,10011169,,01,8012,,,,25602417,d,definitiv,2008-12-10,0, ,325.44000244,3328.55,340512.6,I, ,Normal,Schubertring 1,, ,,1,1,Schubertring,415739323,10053393,10004272,,,,1,,1,2,1010,04368,04368,,POINT (16.376905149503266 48.203005915887424),04368001009,1,G  ,,,,,AT90101,0,1,01,25017079,2017-12-07,0, ,55.8,3308.86,340504.88,
ADRESSENOGD.415740194,003009,001175,2007-07-24,,,,,,,10038755,90001,1,AT90101,01065003,10011305,,01,8012,,,,25552164,d,definitiv,2008-12-10,0, ,338.67001343,2905.11,341644.6,I, ,Normal,Passauer Platz 9,, ,,9,9,Passauer Platz,415740194,10054190,10003504,,,,9,,9,1,1010,03583,03583,,POINT (16.37121557637965 48.213188073593955),03583003009,1,G  ,,,,,AT90101,0,1,01,25042077,2008-12-10,0, ,352.55,2885.89,341620.81,
ADRESSENOGD.415740195,001009,000922,2016-11-18,,,,,,,10023836,90001,1,AT90101,01065002,10011304,,01,8012,2,,2,25643237,d,definitiv,2016-11-18,2,/,18.43000031,2797.31,341652.71,H, ,Normal,Passauer Platz 5/2,,/2,/2,5,5/2,Passauer Platz,415740195,10053709,10003504,,,,5,,5,1,1010,03583,00123,,POINT (16.369765066160927 48.213261438193705),00123001009,2,G  ,,,,,AT90101,0,1,01,25075669,2021-10-29,0, ,74.8,2818.75,341631.94,
ADRESSENOGD.415738520,001009,000892,2007-07-24,,,,,,,10041966,90001,1,AT90101,01043003,10011206,,01,8012,,,,25637848,d,definitiv,2008-12-10,0, ,321.42001343,2303.1,341494.23,H, ,Normal,Schreyvogelgasse 2,, ,,2,2,Schreyvogelgasse,415738520,10053665,10004261,,,,2,,2,2,1010,04357,04357,,POINT (16.363114412463595 48.21183796293144),04357001009,2,G  ,,,,,AT90101,0,1,01,25003981,2008-12-10,0, ,322.11,2302.85,341492.27,
ADRESSENOGD.415738562,003009,000740,2007-07-24,,,,,,,10033685,90001,1,AT90101,01039001,10011167,,01,8012,,,,25530525,d,definitiv,2008-12-10,0, ,326.01000977,3239.35,340346.63,I, ,Normal,Kantgasse 8,, ,,8,8,Kantgasse,415738562,10053401,10002286,,,,8,,8,2,1010,02345,02345,,POINT (16.37570398928615 48.20151373728399),02345003009,2,G  ,,,,,AT90101,0,1,01,25022533,2008-12-10,0, ,55.96,3263.28,340355.06,
ADRESSENOGD.415738563,001009,000738,2007-07-24,,,,,,,10033683,90001,1,AT90101,01039003,10011169,,01,8012,,,,25660133,d,definitiv,2008-12-10,0, ,326.57998657,3343.16,340502.68,I, ,Normal,Kantgasse 2,, ,,2,2,Kantgasse,415738563,10053396,10002286,,,,2,,2,2,1010,02345,02345,,POINT (16.377101626652234 48.202916633501864),02345001009,2,G  ,,,,,AT90101,0,1,01,25012002,2008-12-10,0, ,55.53,3351.1,340484.03,
ADRESSENOGD.415738564,003009,000725,2007-07-24,,,,,,,10033685,90001,1,AT90101,01039001,10011167,,01,8012,,,,25562729,d,definitiv,2008-12-10,0, ,326.57998657,3262.31,340380.2,I, ,Normal,Kantgasse 6,, ,,6,6,Kantgasse,415738564,10053370,10002286,,,,6,,6,2,1010,02345,02345,,POINT (16.37601309617211 48.201815531558054),02345003009,2,G  ,,,,,AT90101,0,1,01,25118442,2008-12-10,0, ,55.96,3264.37,340356.82,
ADRESSENOGD.415741949,002009,203929,2007-07-24,,,,,,,10036526,90001,1,AT90101,01032006,10011127,,01,8012,,,,25549889,d,definitiv,2008-12-10,0, ,341.48001099,3006.2,340418.57,I, ,Normal,Mahlerstraße 12,, ,,12,12,Mahlerstraße,415741949,10360467,10002954,,,,12,,12,2,1010,03023,03023,,POINT (16.372567971501855 48.20216174602295),03023002009,2,G  ,209542,,,,AT90101,0,1,01,25011113,2008-12-10,0, ,341.73,3043.67,340432.59,
ADRESSENOGD.415741430,001009,000107,2007-07-24,,,,,,,10029969,90001,1,AT90101,01077001,10011366,,01,8012,,,,25588506,d,definitiv,2008-12-10,0, ,324.85998535,2898.14,341139.3,H, ,Normal,Goldschmiedgasse 5,, ,,5,5,Goldschmiedgasse,415741430,10052209,10001505,,,,5,,5,2,1010,01550,01550,,POINT (16.371118687579177 48.208643852938444),01550001009,1,G  ,,,,,AT90101,0,1,01,25061935,2008-12-10,0, ,323.42,2901.42,341142.23,
ADRESSENOGD.415741977,002009,000696,2007-07-24,,,,,,,10031403,90001,1,AT90101,01020003,10011069,,01,8012,,,,25562966,d,definitiv,2008-12-10,0, ,55,3237.38,340619.76,H, ,Normal,Hegelgasse 8,, ,,8,8,Hegelgasse,415741977,10053305,10001815,,,,8,,8,2,1010,01866,01866,,POINT (16.375679382191162 48.20397005458935),01866002009,2,G  ,,,,,AT90101,0,1,01,25053409,2008-12-10,0, ,55,3238.77,340619.66,
ADRESSENOGD.415739752,001009,000838,2007-07-24,,,,,,,10038430,90001,1,AT90101,01031001,10011119,,01,8012,,,,25521723,d,definitiv,2008-12-10,0, ,71.04000092,2676.56,340551.75,H, ,Normal,Operngasse 6,, ,,6,6,Operngasse,415739752,10053564,10003429,,,,6,,6,2,1010,03505,03505,,POINT (16.36813414267975 48.203360781291686),03505001009,2,G  ,,,,,AT90101,0,1,01,25079802,2008-12-10,0, ,71.28,2681.49,340562.77,
ADRESSENOGD.415740042,002009,000770,2007-07-24,,,,,,,10036526,90001,1,AT90101,01032004,10011125,,01,8012,,,,25555240,d,definitiv,2008-12-10,0, ,340.91000366,2978.86,340473.35,H, ,Normal,Mahlerstraße 9,, ,,9,9,Mahlerstraße,415740042,10053455,10002954,,,,9,,9,2,1010,03023,03023,,POINT (16.372200518939984 48.20265450889039),03023002009,1,G  ,,,,,AT90101,0,1,01,25002331,2008-12-10,0, ,341.73,2979.17,340472.1,
ADRESSENOGD.415740906,002009,000499,2007-07-24,,,,,,,10033330,90001,1,AT90101,01063004,10011295,,01,8012,,,,25593792,d,definitiv,2008-12-10,0, ,328.30999756,2782.13,341447.8,H, ,Normal,Judenplatz 5,, ,,5,5,Judenplatz,415740906,10052890,10002221,,,,5,,5,1,1010,02280,02280,,POINT (16.369559642733094 48.211418712153474),02280002009,1,G  ,,,,,AT90101,0,1,01,25072875,2008-12-10,0, ,328.27,2789.54,341448.03,
ADRESSENOGD.415742530,008509,000978,2007-07-24,,,,,,,10025661,90001,1,AT90101,01051001,10011240,,01,8012,2,,2,25531249,d,definitiv,2008-12-10,2,/,304.26000977,2530.21,341977.18,I, ,Normal,Börsegasse 13-15/2,,/2,/2,13-15,13-15/2,Börsegasse,415742530,10053826,10000512,,15,15,13,,13,2,1010,00528,00528,,POINT (16.366172797941932 48.21618045280699),00528008509,1,G  ,204931,,,,AT90101,0,1,01,25033125,2008-12-10,1,-,306.57,2535.33,341986.72,
ADRESSENOGD.415741780,001009,000865,2007-07-24,,,,,,,10037228,90001,1,AT90101,01046004,10011218,,01,8012,,,,25552318,d,definitiv,2008-12-10,0, ,14.89000034,2352.15,341109.71,I, ,Normal,Metastasiogasse 3,, ,,3,3,Metastasiogasse,415741780,10053616,10003118,,,,3,,3,2,1010,03190,03190,,POINT (16.363772529601793 48.20837975083239),03190001009,1,G  ,,,,,AT90101,0,1,01,25122063,2008-12-10,0, ,40.57,2306.57,341177.08,
ADRESSENOGD.415740079,003009,000734,2007-07-24,,,,,,,10031404,90001,1,AT90101,01033004,10011132,,01,8012,,,,25543580,d,definitiv,2008-12-10,0, ,326.01000977,3193.73,340603.46,I, ,Normal,Hegelgasse 10,, ,,10,10,Hegelgasse,415740079,10053386,10001815,,,,10,,10,2,1010,01866,01866,,POINT (16.37509203601016 48.20382366664265),01866003009,2,G  ,,,,,AT90101,0,1,01,25024866,2008-12-10,0, ,54.58,3205.99,340574.13,
ADRESSENOGD.415741229,001009,107107,2007-07-24,,,,,,,10043522,90001,1,AT90101,01013003,10011034,,01,8012,,,,25627099,d,definitiv,2008-12-10,0, ,351.79000854,2980.5,341079.39,H, ,Normal,Stephansplatz 2,, ,,2,2,Stephansplatz,415741229,10208363,10004613,,,,2,,2,1,1010,04712,04712,,POINT (16.372226419461143 48.20810472850119),04712001009,2,G  ,,,,,AT90101,0,1,01,25090470,2008-12-10,0, ,337.42,2986.72,341082.79,
ADRESSENOGD.415741230,002009,000020,2007-07-24,,,,,,,10043523,90001,1,AT90101,01013004,10011035,,01,8012,,,,25511246,d,definitiv,2008-12-10,0, ,330.01998901,3083.82,341005.83,I, ,Normal,Stephansplatz 4,, ,,4,4,Stephansplatz,415741230,10052059,10004613,,,,4,,4,1,1010,04712,04712,,POINT (16.37361603838226 48.207442744698504),04712002009,2,G  ,,,,,AT90101,0,1,01,25027280,2008-12-10,0, ,61.37,3108.78,341069.06,
ADRESSENOGD.415739535,002009,000111,2007-07-24,,,,,,,10029970,90001,1,AT90101,01073005,10011345,,01,8012,,,,25563836,d,definitiv,2008-12-10,0, ,320.04998779,2850.03,341201.62,H, ,Normal,Goldschmiedgasse 10,, ,,10,10,Goldschmiedgasse,415739535,10052214,10001505,,,,10,,10,2,1010,01550,01550,,POINT (16.37047176789602 48.209204503166056),01550002009,2,G  ,,,,,AT90101,0,1,01,25093135,2008-12-10,0, ,320.69,2851.44,341198.16,
ADRESSENOGD.415739536,001009,000106,2007-07-24,,,,,,,10029969,90001,1,AT90101,01077002,10011367,,01,8012,,,,25619898,d,definitiv,2008-12-10,0, ,324.85998535,2925.8,341142.78,H, ,Normal,Goldschmiedgasse 4,, ,,4,4,Goldschmiedgasse,415739536,10052208,10001505,,,,4,,4,2,1010,01550,01550,,POINT (16.371490860209114 48.20867503507175),01550001009,2,G  ,,,,,AT90101,0,1,01,25107705,2008-12-10,0, ,323.42,2930.99,341136.94,
ADRESSENOGD.415739537,001009,000055,2007-07-24,,,,,,,10039903,90001,1,AT90101,01014002,10011038,,01,8012,,,,25510727,d,definitiv,2008-12-10,0, ,345.48001099,3006.62,340946.93,I, ,Normal,Rauhensteingasse 2,, ,,2,2,Rauhensteingasse,415739537,10052118,10003788,,,,2,,2,2,1010,03869,03869,,POINT (16.37257699984947 48.20691338126851),03869001009,2,G  ,,,,,AT90101,0,1,01,25043853,2008-12-10,0, ,72.33,3023.82,340930.87,
ADRESSENOGD.415739538,002009,000041,2007-07-24,,,,,,,10039904,90001,1,AT90101,01016004,10011047,,01,8012,,,,25520881,d,definitiv,2008-12-10,0, ,73.91000366,3025.37,340898.94,H, ,Normal,Rauhensteingasse 3,, ,,3,3,Rauhensteingasse,415739538,10052095,10003788,,,,3,,3,2,1010,03869,03869,,POINT (16.37282895393861 48.20648171826206),03869002009,1,G  ,,,,,AT90101,0,1,01,25101249,2008-12-10,0, ,71.87,3021.88,340901.09,
ADRESSENOGD.415742081,002009,000940,2007-07-24,,,,,,,10038754,90001,1,AT90101,01064002,10011299,,01,8012,,,,25645110,d,definitiv,2008-12-10,0, ,68.75,2803.11,341611.72,H, ,Normal,Passauer Platz 3,, ,,3,3,Passauer Platz,415742081,10053745,10003504,,,,3,,3,1,1010,03583,03583,,POINT (16.369842902973424 48.21289278982309),03583002009,1,G  ,,,,,AT90101,0,1,01,25067904,2008-12-10,0, ,64.33,2805.61,341613.44,
ADRESSENOGD.415742106,005009,182444,2015-04-08,,,,,,,10043526,90001,1,AT90101,01077002,10011367,Betriebe,01,8012,,,,25543498,d,definitiv,2015-04-08,0, ,53.45999908,2965.68,341113.96,H, ,Normal,Passage Stephansplatz Betriebe,, Betriebe,Betriebe,,Betriebe,Passage Stephansplatz,415742106,10303377,10007622,,,,,,,2,1010,10342,04712,,POINT (16.37202724383961 48.20841568512971),04712005009,2,BRU,,,,,AT90101,2,1,01,25105717,2008-12-10,0, ,53.46,2971.35,341112.04,
ADRESSENOGD.415764996,003002,000883,2007-07-24,,,,,,,10041969,90001,1,AT90101,01043002,10011205,,01,8012,,,,25576498,d,definitiv,2008-12-10,0, ,40.09000015,2241.83,341560.89,I, ,Normal,Schreyvogelgasse 16,, ,,16,16,Schreyvogelgasse,415764996,10053646,10004261,,,,16,,16,2,1010,04357,04357,,POINT (16.362290311138697 48.21243763873639),04357003002,2,G  ,,,,,AT90101,0,1,01,25039497,2008-12-10,0, ,321.81,2239.26,341547.71,
ADRESSENOGD.415768069,001009,000561,2007-07-24,,,,,,,10029979,90001,1,AT90101,01065001,10011303,,01,8012,,,,25613578,d,definitiv,2008-12-10,0, ,319.70999146,3060.93,341648.67,H, ,Normal,Gonzagagasse 3,, ,,3,3,Gonzagagasse,415768069,10053027,10001509,,,,3,,3,2,1010,01554,01554,,POINT (16.373312266148275 48.21322401539428),01554001009,1,G  ,,,,,AT90101,0,1,01,25062390,2008-12-10,0, ,319.66,3065.51,341650.27,
ADRESSENOGD.415768358,001509,001026,2007-07-24,,,,,,,10037990,90001,1,AT90101,01057004,10011272,,01,8012,,,,25655262,d,definitiv,2008-12-10,0, ,304.44000244,2815.09,341733.3,H, ,Normal,Neutorgasse 2,, ,,2,2,Neutorgasse,415768358,10053919,10003323,,,,2,,2,2,1010,03396,03396,,POINT (16.370004823897183 48.21398613159218),03396001509,2,G  ,,,,,AT90101,0,1,01,25076518,2008-12-10,0, ,304.2,2807.91,341740.59,
